,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founders,Investor
175,Bombay Shaving,Ecommerce,undisclosed,6300000,Undisclosed,Provides a range of male grooming products,1970,Shantanu Deshpande,Sixth Sense Ventures
176,Ruangguru,Edtech,Series C,150000000,Mumbai,A learning platform that provides topic-based journey animated videos quizzes infographic and mock tests to students,1970,Adamas Belva Syah Devara Iman Usman.,General Atlantic
177,Eduisfun,Edtech,Fresh funding,28000000,Mumbai,It aims to make learning fun via games.,1970,Jatin Solanki,Deepak Parekh Amitabh Bachchan Piyush Pandey
178,HomeLane,Interior design,Series D,30000000,Chennai,Provides interior designing solutions,1970,Srikanth Iyer Rama Harinath,Evolvence India Fund (EIF) Pidilite Group FJ Labs
179,Nu Genes,AgriTech,undisclosed,6000000,Telangana,It is a seed company engaged in production processing and marketing of seeds,1970,Narayana Reddy Punyala,Innovation in Food and Agriculture (IFA)
182,Kratikal,Technology,Pre Series A,1000000,Noida,It is a product-based cybersecurity solutions provider,1970,Pavan Kushwaha Paratosh Bansal Dip Jung Thapa,Gilda VC Art Venture Rajeev Chitrabhanu.
183,Quantiphi,AI & Tech,Series A,20000000,Undisclosed,It is an AI and big data services company providing business solutions.,1970,Renuka Ramnath,Multiples Alternate Asset Management
184,Lenskart,E-commerce,Series G,275000000,Delhi,It is a eyewear company,1970,Peyush Bansal Amit Chaudhary Sumeet Kapahi,SoftBank
186,Appnomic,SaaS,undisclosed,22000000,Bangalore,It is a self-healing enterprise the IT operations software detects predicts and prevents problems before they happen,1970,D Padmanabhan,Avataar Ventures
187,Kaleidofin,Fintech,Series A,5000000,Chennai,Platform that provides complete financial solutions for excluded individuals and households,1970,Puneet Gupta Sucharita Mukherjee,Oikocredit
188,JobSquare,HR tech,undisclosed,140500,Ahmedabad,Technology-based platform that is connecting suitable applicants to the right recruiters,1970,Ishit Jethwa,Titan Capital
190,LivFin,Fintech,undisclosed,5000000,Delhi,Grants small business loans supply chain finance and working capital loans to small and medium enterprises,1970,Rakesh Malhotra,German development finance institution DEG
191,Byju's,Edtech,undisclosed,540000000,Undisclosed,Provides online learning classes,1970,Byju Raveendran,South Africa’s Naspers Ventures the CPP Investment Board
192,Zest Money,Fintech,Series B,15000000,Bangalore,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,1970,Chapman Priya Sharma Ashish Anantharaman,Goldman Sachs.
193,Witblox,Edtech,undisclosed,182700,Undisclosed,Offers a range of robotics learning tools,1970,Amit Modi,Mumbai Angels Network
195,SalaryFits,Fintech,undisclosed,5000000,Undisclosed,A platform that promotes financial well-being of employees at workplace,1970,Renato Araujo,Brazilian VC Fund Confrapar
196,Pristyn Care,Healthcare,Series B,12000000,Undisclosed,Delivers advanced medical care & clinical excellence aided by next-level technology,1970,Harsimarbir Singh Dr Vaibhav Kapoor Dr Garima Sawhney,Sequoia India Hummingbird Ventures Greenoaks Capital AngelList.
197,Springboard,Edtech,Post series A,11000000,Undisclosed,Offers online courses and extensive mentor-based learning,1970,Gautam Tambay Parul Gupta,Reach Capital
199,Medlife,Pharmaceutical,undisclosed,15500000,Bangalore,It solves inadequacies in the healthcare delivery system through technology,1970,Tushar Kumar Prashant Singh,Wilson Global Opportunities Fund
200,Seekify,SaaS,Seed funding,1500000,Delhi,Customer Experience (CX) Automation platform,1970,Arihant Jain Ajeet Kushwaha,Sequoia Capita
201,Toffee Insurance,Insurance technology,Series A,5500000,Haryana,Provides variety of insurance plans and policies,1970,Nishant Jain Rohan Kumar,IVM Intersurer
202,Fireflies .ai,AI,undisclosed,5000000,Undisclosed,Developer of an artificial intelligence-powered assistant for businesses,1970,Sam Udotong,Canaan Partners
203,HungerBox,Foodtech,Series C,12000000,Bangalore,Offers B2B tech platform to corporates aimed at improving the operations of their cafeterias,1970,Sandipan Mitra Uttam Kumar,Paytm Asian VC fund NPTK Sabre Partners Neoplux.
204,Bijak,AgriTech,Seed fund,2500000,Undisclosed,B2B platform for agricultural commodities.,1970,Nukul Upadhye Mahesh Jakhotia Jitender Bedwal Daya Rai Nikhil Tripathi,Omnivore and Omidyar Network India Sequoia Capital
205,Licious,Food,Series E,30000000,Bangalore,Online meat shop,1970,Vivek Gupta Abhay Hanjura,Vertex Growth Fund
206,truMe,IoT,undisclosed,140000,Undisclosed,A global platform for Identity and Access Management,1970,Babu Dayal Pramod Uniyal Lalit Mehta,Rajan Kaistha
208,Asteria Aerospace,Robotics & AI,undisclosed,230000000,Bangalore,Develops drones that are used by the military paramilitary police forces and in various industries.,1970,Neel Mehta Nihar Vartak,Reliance Industries
209,Rivigo,Logistics,Series F,20000000,Undisclosed,It offers delivery services across India to retail e-commerce pharmaceutical automobile and FMCG companies,1970,Deepak Garg Gazal Kalra,SAIF Partners India VI Ltd Spring Canter Investment Ltd
210,HappyEasyGo,Travel,Series B+,49400000,Gurugram,Online flight booking,1970,Vivek Prabhakar Boris Zha,Korea Investment Partners (KIP) Samsung Venture Investment Corporation (SVIC) UOB Venture 10 Fund CVCapital Zero2IPO Ventures M&S Partners
211,Zetwerk,Manufacturing,Series B,32000000,Bangalore,Provides facilities to get products manufactured.,1970,Amit Acharya Srinath Ramakkrushnan,Lightspeed and Greenoaks Capital Sequoia India Accel and Kae Capital
212,Observe.AI,AI,Series A,26000000,Bangalore,Creates a voice AI platform,1970,Swapnil,Scale Venture Partners
213,Freshokartz,E-marketplace,Pre Series A,150000,Jaipur,Online fruits and vegetables delivery company,1970,Rajendra Lora,ThinkLab
214,Lil’ Goodness and sCool meal,Food & Nutrition,undisclosed,400000,Bangalore,It empowers moms to provide the best of foods to their Lil' ones,1970,,Sajan Pillai Muthu Krishnan
215,Trell,Social Media,Pre Series A,2000000,Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,1970,Pulkit Agrawal Prashant Sachan Arun Lodhi Bimal Kartheek Rebba,Ruizheng Investment Tej Kapoor Krinshavataram Venkata Vinjamuri Harsh Shah
216,VMate,,undisclosed,100000000,Undisclosed,A short video platform,1970,,Alibaba
217,Bombay Shirt Company,E-commerce,undisclosed,8000000,Mumbai,Online custom shirt brand,1970,Akshay Narvekar,Lightbox Ventures
218,Slintel,SaaS,undisclosed,1500000,Undisclosed,It helps sales and marketing teams understand purchase intent of buyers on buying patterns usage and renewals,1970,Deepak Anchala,Stellaris Ventures
219,MyGameMate,E-Sports,undisclosed,100000,Bangalore,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,1970,Parshavv Jain& Raju Kushwaha,Jindagi Live Angels
221,Rein Games,Technology,Pre Series A,50000000,Noida,It develops publishes and distributes games across various platforms,1970,Vaibhav Gupta Himanshu Devra Pranav Chaudhary Nishtha Gupta,Manipal Education and Medical Group (MEMG) family office Titan Capital
222,Ecozen,AgriTech,Series A,6000000,Pune,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,1970,Devendra Gupta Prateek Singhal Vivek Pandey,Innovation in Food & Agriculture Fund (IFA Fund)
223,Box8,Foodtech,undisclosed,120000000,Mumbai,Enables to order food online,1970,Amit Raj Anshul Gupta,Trifecta Capital
224,Awign Enterprises,,Series A,4000000,Bangalore,It supplies workforce to the economy,1970,Annanya Sarthak Gurpreet Singh Praveen Sah,Work10M Michael and Susan Dell Foundation Eagle10 Unitus Ventures.
225,Purplle,Cosmetics,Series C,30000000,Mumbai,Online makeup and beauty products retailer,1970,Manish Taneja Rahul Dash,Goldman Sachs
226,Freightwalla,B2B,Series A,4000000,Mumbai,Provides digital platform for businesses to plan and manage their international freight shipments online,1970,Sanjay Bhatia Bharat Tanvi Punit Java,Amplo FJ Labs Rogue One Capital
227,TapChief,,Pre Series A,1500000,Bangalore,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,1970,Shashank Murali Binay Krishna Arjun Krishna,Blume Ventures.
228,eJOHRI,Jewellery,Pre Series A,1000000,Mumbai,Omnichannel marketplace for gems and jewellery,1970,Jignesh Mehta Shailen Mehta,Rajesh Ranavat
231,KredX,,Series B,26000000,Bangalore,Invoice discounting platform,1970,Manish Kumar,Tiger Global Management
232,m.Paani,,Series A,5500000,Mumbai,It digitizes and organises local retailers,1970,Akanksha Hazari,AC Ventures Henkel
233,Origo,AgriTech,undisclosed,6800000,Gurugram,It provides post-harvest management services for agricultural commodities,1970,Mayank Dhanuka Sunoor Kaul,Oikocredit Caspian SME Impact Fund IV  Triodos Investment Management
234,WishADish,Food & tech,undisclosed,6000000,Delhi,Provides management solution for restaurants,1970,Sawan Kumar Bhavya Bhambhani,Undisclosed
235,Ecom Express,Logistics,undisclosed,36000000,Gurugram,It is a technology enabled logistics solutions provider to the Indian e-commerce industry,1970,Krishnan Manju Dhawan K Satyanarayana Sanjeev Saxena,CDC Group
236,Stanza Living,Accomodation,undisclosed,5700000,Delhi,Provides comfortable and secure accomodation for students,1970,Sandeep Dalmia Anindya Dutta,Alteria Capital
237,PiBeam,Automotive tech,undisclosed,50000000,Chennai,It is engaged in building sustainable and affordable micro-mobility electric vehicles,1970,Visakh Sasikumar,GAIL (India) Ltd
238,Euler Motors,Automotive tech,undisclosed,2000000,Delhi,It is offering mobility as a service,1970,Saurav Kumar,Blume Ventures Emergent Ventures
239,Moms Co,E-commerce,Series B,5000000,Delhi,It is into mother and baby care-focused consumer goods,1970,Malika Sadani,Saama Capital DSG Consumer Partners
241,Lawyered,Legal tech,undisclosed,100000,Delhi,It helps to connect to legal advise online,1970,Ashish Bhatia Himanshu Gupta,Pramendra Tomar Ratish Pandey Munish Bhatia Sumit Aggarwal
242,Cuemath,Edtech,undisclosed,5500000,Bangalore,It helps students to learn math online,1970,Manan Khurma,Manta Ray Ventures Limited Google’s Capital G Sequoia India.
243,Licious,Food,Series D,25000000,Bangalore,Online meat shop,1970,Vivek Gupta Abhay Hanjura,Vertex Ventures
244,Nivesh.com,Mutual Funds,undisclosed,600000,Noida,The platform simplifies the process of investment,1970,Anurag Garg Sridhar Srinivasan,Windrose Capital
245,Zebu,Cybersecurity,Seed round,4000000,Undisclosed,Platform uses encryption technology to allow businesses to safely store files invoices and schedules,1970,Team of Waterloo-based software developers,Undisclosed
246,Smart Institute,Edtech,undisclosed,1500000,Surat,A platform to learn online,1970,,HNI investors
247,CarDekho,Automobile,Series D,70000000,Jaipur,Enables people to buy and sell new/old cars.,1970,Amit Jain,Ping An Global Voyager Fund Hillhouse Capital Sequoia Capital
248,Shadowfax,Logistics,Series D,60000000,Bangalore,A platform for delivery services,1970,Abhishek Bansal Vaibhav Khandelwal,Flipkart Eight Roads Ventures NGP Capital Qualcomm Ventures Mirae Asset Naver Fund World Bank-backed IFC
249,Credr,Automobile,undisclosed,6000000,Mumbai,A marketplace to buy and sell used bikes and scooters,1970,Mittal,Omidyar Network Eight Roads Ventures GrowthStory AngelList
251,Phable,Healthtech,undisclosed,220000,Undisclosed,It creates an engagement loop between doctors hospitals and patients via its app,1970,Sumit Sinha,LetsVenture 91 Springboard IKP Knowledge Angel investors AbInbev-Serge DeVos Wouter Peeters.
252,Sarva,Yoga & wellness,undisclosed,2800000,Chennai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,1970,Sarvesh Shashi,Venture fund Fireside Ventures.
253,IndyFint,Virtual Banking,Series A,2100000,Bangalore,It helps lenders to directly provide short-term loans to merchants employees and students,1970,Paddy Padmanabhan,Saravanan Adiseshan
254,Zolostays,Accomodation,undisclosed,7000000,Undisclosed,It offers affordable housing apartments to young professionals and students,1970,Akhil Sikri Nikhil Sikri Sneha Choudhry,Trifecta Capital
255,Ola,Transportation,undisclosed,311000000,Bangalore,It enables one to book cab online,1970,Bhavish Aggarwal Ankit Bhati,Kia Motors Hyundai
256,Zoomcar,Transport & Rentals,undisclosed,4800000,Bangalore,A car rental service platform,1970,Greg Moran David Back,Zoomcar Inc
257,Kratikal,Technology,Pre Series A,1000000,Uttar pradesh,Provides cyber security solutions,1970,Pavan Kushwaha,Gilda VC Art Venture Rajeev Chitrabhanu
258,Froogal,Marketing & Customer loyalty,Pre Series A,1000000,Hyderabad,A cloud based Customer Loyalty & Engagement Platform,1970,Jeevan Chowdary M Harshit Harchani,US-based angel investors
259,Infra.Market,Infratech,Series A,20000000,Mumbai,It connects client requirements to their supply chain infrastructure for ease of ordering tracking and manufacturing,1970,Aaditya Sharda Souvik Sengupta,Tiger Global Nexus Venture Partners Accel Partners Dhruv Agarwala
260,Oyo,Hospitality,undisclosed,693000000,Gurugram,Provides rooms for comfortable stay,1970,Ritesh Agarwal,MyPreferred Transformation Avendus Finance SoftBank
261,GoMechanic,Automobile & Technology,Series B,5000000,Delhi,Find automobile repair and maintenance service providers,1970,Amit Bhasin Kushal Karwa Nitin Rana Rishabh Karwa,Sequoia Capital
262,Spinny,Automobile,undisclosed,50000000,Delhi,Online car retailer,1970,Niraj Singh Ramanshu Mahaur Ganesh Pawar Mohit Gupta,Norwest Venture Partners General Catalyst Fundamentum Accel Partners
263,Ess Kay Fincorp,Banking,undisclosed,33000000,Rajasthan,Organised Non-Banking Finance Company,1970,Rajendra Setia,TPG Norwest Venture Partners Evolvence India
